Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,City,State,Zip
15-Nov,1038.86,311.65,12/16/2015,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
16-Jan,675.82,202.74,2/19/2016,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
17-Aug,2915,874.5,10/5/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
16-Apr,2876.67,863,5/25/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-Mar,5624.87,1687.46,6/8/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Feb,13208.34,3962.5,6/8/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
22-Jun,10692.24,3207.67,7/27/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
16-Jul,18937.55,5681.26,8/18/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Sep,1275.81,382.74,10/26/2017,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
16-Mar,15564.65,4669.39,4/27/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-Jun,8117.91,2435.37,7/17/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Jul,1205.53,361.65,8/25/2020,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
17-Jan,23251.22,6975.36,3/3/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Sep,1032.97,309.89,12/14/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
16-Jun,729.26,218.77,7/19/2016,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
18-Feb,12801.38,3840.41,3/18/2018,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
15-Sep,177.05,53.11,10/19/2015,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
21-Dec,506.23,151.86,1/14/2022,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
17-Dec,50884.56,15265.36,1/5/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Jan,896,268.8,2/17/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
16-Apr,1767.57,530.27,5/29/2016,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
17-Jul,223.25,66.97,8/15/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,Keene,NH,3431
16-Oct,9389.96,2816.98,11/3/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Feb,6784,2035.2,3/31/2017,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
15-Oct,3101.14,930.34,11/24/2015,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
17-Sep,6347,1904.1,10/31/2017,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
15-Sep,4217.18,1265.15,10/28/2015,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-Jul,2076.2,622.86,8/28/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
20-Oct,18999.38,5699.81,11/19/2020,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
16-Jul,4078.76,1223.62,8/28/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
17-Aug,1280,384,9/30/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
17-Apr,11911.13,3573.33,5/2/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Aug,4966.12,1489.83,9/3/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-Oct,13306.5,3991.95,11/2/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
15-Oct,4400,1320,11/30/2015,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Mar,5243.86,1573.15,4/4/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Aug,7484.25,2245.27,9/20/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Jul,125.4,37.62,8/11/2017,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
17-May,17501.5,5250.45,6/6/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Jul,221.2,66.36,8/30/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
20-Oct,991.53,297.45,11/11/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
17-Mar,1682.45,504.73,4/24/2017,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
18-Feb,36115.68,10834.7,3/20/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Feb,10866.93,3260.07,3/2/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Apr,49328.67,14798.6,5/24/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
15-Oct,1038.25,311.47,12/15/2015,Elite Vape,11221 dolfield blvd #103,Owings Mills,MD,21117
17-Aug,7240,2172,9/30/2017,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Sep,5738.63,1721.58,10/28/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
16-Dec,1007,302.1,1/24/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
17-Oct,5765,1729.5,12/1/2017,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
17-Apr,348.5,104.55,5/4/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
15-Oct,19284.75,5785.42,12/2/2015,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Sep,1189.56,356.86,11/30/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
21-Aug,5829.25,1748.77,9/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
15-Sep,15381,4614.3,11/3/2015,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Nov,6478,1943.4,12/18/2017,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
18-Feb,95,28.5,3/14/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
16-Apr,612.15,183.64,5/19/2016,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
16-Dec,4335.21,1300.56,1/2/2017,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
16-Nov,8360,2508,12/31/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
22-Mar,7668.21,2300.46,4/14/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
17-Dec,95,28.5,1/11/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
16-Sep,11004.04,3301.21,10/31/2016,Action House Vape,9433 Georgia Avenue,Silver Spring,Maryland,20910
16-Nov,13964.03,4189.2,12/2/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Feb,905.98,271.79,3/31/2017,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
17-Oct,884.5,265.35,11/1/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
17-Jan,622.4,186.72,2/24/2017,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
16-Jan,20520.49,6156.14,3/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Nov,5926.05,1777.81,12/2/2017,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
18-Mar,15754.85,4726.45,4/10/2018,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
16-Oct,934.85,280.45,11/22/2016,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
17-Mar,55471.33,16641.39,4/17/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Jul,539.2,161.76,8/9/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
17-Mar,2890,867,5/23/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
16-Nov,1801.68,540.5,12/8/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Oct,482.27,144.68,11/23/2020,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Dec,7953.07,2385.92,1/18/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
17-Feb,1238.5,371.55,3/1/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
16-Feb,2764,829.2,4/1/2016,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
17-Mar,13928.56,4178.56,4/4/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Oct,2983,894.9,11/29/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Oct,5708.7,1712.61,11/23/2020,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
17-May,833.87,250.16,6/15/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Feb,4717.96,1415.38,3/3/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
15-Nov,7220.67,2166.2,12/31/2015,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Mar,966.76,290.02,4/4/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
18-Feb,14596,4378.8,3/27/2018,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
17-Jul,280.25,84.07,8/3/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
16-Feb,1163.61,349.08,3/25/2016,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
16-Jun,2626,787.8,7/31/2016,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Jun,958.98,287.69,7/19/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
17-Jun,61425.86,18427.75,7/19/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Jun,1847.85,554.35,7/7/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
17-Jan,939.78,281.93,2/24/2017,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Aug,1362.6,408.78,9/12/2017,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Jul,1571.74,471.52,8/30/2016,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
17-Dec,1193.22,357.96,1/17/2018,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
16-Feb,1236.24,370.87,3/21/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
16-Jan,975.88,292.76,2/23/2016,RRV Enterpises LLC DBA Vapor World,3102 Epperly Drive,Del City,Oklahoma,73115
16-Oct,2654.49,796.34,12/8/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Aug,57301.43,17190.42,9/19/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Dec,9110.22,2733.06,1/31/2017,Action House Vape,9433 Georgia Avenue,Silver Spring,Maryland,20910
16-Nov,1615.3,484.59,12/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
20-Jun,9876.57,2962.97,7/29/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-Jun,1346.45,403.93,7/11/2020,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
20-Jul,10168.4,3050.52,8/5/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Jul,19824.22,5947.26,8/18/2020,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
20-Jul,95817,28745.1,8/4/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-Jul,5140,1542,8/31/2020,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
20-Jul,1457.85,437.35,8/8/2020,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
20-Jul,229632.85,68889.85,8/21/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Aug,5139,1541.7,9/1/2020,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
20-Aug,3159.5,947.85,9/1/2020,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
20-Oct,7082.24,2124.67,11/24/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-Dec,40.87,12.26,1/15/2021,AFG Distribution,128 Bingham Road,Asheville,NC,28806
20-Dec,62080.37,18624.11,1/5/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Feb,772,231.6,3/29/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Feb,186253.78,55876.13,3/12/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
22-Mar,163029.14,48908.74,4/19/2022,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Feb,3045,913.5,3/31/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-Mar,7429.5,2228.85,4/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Mar,4839.36,1451.8,4/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Mar,15,4.5,4/8/2021,AFG Distribution,128 Bingham Road,Asheville,NC,28806
21-Jun,5998.01,1799.4,7/9/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Sep,420,126,10/25/2021,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
20-Oct,55156.8,16547.04,11/4/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-Aug,628.94,188.68,9/18/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
20-Aug,1251.89,375.56,9/20/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-Aug,35,10.5,9/21/2020,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
20-Aug,60810.77,18243.23,9/2/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-Oct,2971.88,891.56,11/29/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-Oct,215865.24,64759.57,11/16/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Oct,1132.32,339.69,11/14/2020,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
20-Oct,2085,625.5,11/30/2020,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
20-Nov,4429.5,1328.85,12/1/2020,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
20-Nov,6979.5,2093.85,12/1/2020,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
20-Oct,8542.41,2562.72,12/5/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Nov,8581.72,2574.51,12/8/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Nov,1159.63,347.88,12/14/2020,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
20-Nov,6150.89,1845.26,12/17/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-Dec,2423.86,727.15,1/14/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
20-Aug,4581.6,1374.48,9/22/2020,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
20-Aug,6268.37,1880.51,9/28/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Dec,5371.24,1611.37,1/26/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
20-Aug,210124.53,63037.35,9/21/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Aug,19089.04,5726.71,9/18/2020,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
20-Aug,1121.32,336.39,9/12/2020,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
20-Sep,4112.5,1233.75,10/1/2020,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
19-Dec,2465,739.5,10/1/2020,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Nov,2787,836.1,10/1/2020,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Sep,6219.5,1865.85,10/1/2020,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
20-Aug,2393,717.9,10/5/2020,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
20-Aug,13204.1,3961.23,10/14/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Sep,9323.25,2796.97,10/14/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Dec,6548.3,1964.49,1/21/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
17-Jun,190,57,7/18/2017,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Jan,212.4,63.72,2/16/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
21-Feb,6525.11,1957.53,3/23/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Feb,7041.88,2112.56,3/24/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Apr,5161.5,1548.45,5/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Feb,55601.9,16680.57,3/3/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Apr,7695.75,2308.72,5/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
22-Jan,6870.45,2061.13,2/16/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
20-Dec,120,36,1/25/2021,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
20-Dec,8511.07,2553.32,1/27/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-Dec,22768.82,6830.64,1/18/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
20-Dec,1735,520.5,1/31/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
20-Dec,234192.85,70257.85,1/13/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Dec,730.08,219.02,1/31/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Jan,6876.5,2062.95,2/2/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Jan,4429.25,1328.77,2/2/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Jan,7175.17,2152.55,2/8/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Jan,53715.9,16114.77,2/2/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Jan,1837.57,551.27,2/8/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Jan,6432.67,1929.8,2/22/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Apr,270,81,5/13/2021,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
21-Apr,406,121.8,5/13/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
20-Nov,571.11,171.33,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
21-Aug,8215.35,2464.6,9/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
20-Oct,694.24,208.27,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
21-Feb,654.7,196.41,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Dec,672.57,201.77,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
21-Jan,743.9,223.17,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Sep,672.32,201.69,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Jul,427.5,128.25,8/15/2017,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
15-Sep,200.35,60.1,10/22/2015,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Jun,566.4,169.92,7/18/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Oct,104.5,31.35,11/16/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Feb,141.6,42.48,3/3/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
18-Oct,47.5,14.25,11/27/2018,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Aug,1726.1,517.83,9/8/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
20-Aug,968.32,290.49,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Jul,756.57,226.97,3/8/2021,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Jul,283.2,84.96,8/16/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
15-Dec,70.8,21.24,1/8/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
15-Nov,449.9,134.97,12/7/2015,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
15-Oct,261.44,78.43,11/5/2015,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
17-Jan,665,199.5,2/9/2017,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-May,212.4,63.72,6/13/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Sep,1373,411.9,10/18/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Mar,567.3,170.19,4/14/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
16-Apr,354.9,106.47,5/16/2016,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
15-Aug,47.5,14.25,9/23/2015,"C&S Wholesale Grocers, Inc.- York",Tax Department,Keene,NH,3431
21-Feb,16434.59,4930.37,3/16/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Feb,3116.09,934.82,3/15/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Mar,2921,876.3,4/19/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Mar,8934.99,2680.49,4/21/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Mar,55046.1,16513.83,4/2/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Mar,499.5,149.85,4/25/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Mar,24846.89,7454.06,4/15/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Mar,7637.04,2291.11,4/27/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Dec,6534.48,1960.34,1/27/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Apr,4384.05,1315.21,5/11/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Feb,7533.1,2259.93,5/19/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Mar,12216.85,3665.05,5/19/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Apr,9168.29,2750.48,5/19/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Apr,4738.98,1421.69,5/25/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Apr,481,144.3,5/26/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
21-Apr,50018.77,15005.63,5/4/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Mar,1829.68,548.9,4/18/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
21-Apr,5445,1633.5,5/31/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-Apr,141784.91,42535.47,5/14/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Apr,8709.56,2612.86,6/1/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-May,5449.75,1634.92,6/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-May,7705.5,2311.65,6/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Jun,30,9,7/14/2021,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
21-May,681,204.3,6/13/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Jul,2847,854.1,8/31/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-Jun,59855.34,17956.6,7/2/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Jun,956.73,287.01,7/14/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-May,33460.6,10038.18,7/19/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Apr,36954.53,11086.35,7/19/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Jun,4391.33,1317.39,7/12/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Jun,8937.74,2681.32,7/22/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Jun,3804.03,1141.2,7/21/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Jun,2061.56,618.47,7/28/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
24-Jul,8498.45,2549.53,8/30/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Jun,174346.76,52304.02,7/13/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Jul,5712.5,1713.75,8/2/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
