Precinct,Race,LegislativeDistrict,CountyCouncil,CongressionalDistrict,CounterGroup,CounterType,SumOfCount
SEA 34-1252,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,886
SEA 34-1252,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,125
SEA 34-1252,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1252,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,29
SEA 34-1252,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,95
SEA 34-1252,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,886
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,125
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,1
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,33
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,91
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,886
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,125
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,10
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,39
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,76
SEA 34-1252,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1252,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,886
SEA 34-1252,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,125
SEA 34-1252,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1252,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,27
SEA 34-1252,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,97
SEA 34-1252,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
